Alic,4275823036,72,472,41051,29
Dud,7250637819,64,98,930,9297
Kennett,7450238470,6,94335,5,591
Obed,9717340188,86,64,4,9470
Prince,8737386808,30,2,6809,8
Graig,6120409858,82,8,35270,47
Corbett,8105999285,43,4941,634,9817
Filbert,7659508210,100,8508,77,130
Stanley,5385069485,23,82,97163,66
Shanan,1808212266,4,19,83455,5495
Curtis,5949749758,19,2,46806,94
Locke,9529107927,60,80,82,92700
Raddy,6273947627,86,7,19046,675
Thaine,1768426139,55,4065,8345,20
Bryce,1492643858,48,9058,7786,56
Hobie,2728678499,8,83,1941,754
Charley,6558017814,75,1,885,2475
Thadeus,7805428646,9,4,58718,1
Nathanil,2748339223,3,09844,08551,28929
Leo,4777377865,59,13655,983,4256
Zeke,1238601634,72,22961,92509,8861
Dorian,4342160757,45,0,2,3
Rod,5536371150,79,15232,60289,2304
Axe,3785189036,46,4,4,806
Heinrick,7766343770,64,1,87965,8221
Palmer,2365233090,31,01512,5,1
Fonz,2113600471,7,23,62,7901
Derk,2454033585,19,17438,81,091
Gregorio,8049363619,37,942,57,187
Hewet,6883310150,45,6,5,2
Jeth,1941062547,85,95744,6,3013
Godwin,4680874724,46,9917,599,1397
Sidney,8450831156,15,62997,0,59
Levon,8750915150,92,07,0783,493
Ambrosius,5550559897,15,60436,67375,454
Grady,3514709432,21,15250,6,01348
Matthus,5928349297,72,8,52,82935
Stan,4943847633,43,00017,43,9
Brod,3355816418,20,60,7146,280
Vincenty,4168038254,50,2158,1,5
Dare,7662497917,71,3,1,968
Worthy,3006802934,9,29369,580,86
Burt,1606329170,10,788,220,489
Kingsly,6531488395,98,3,507,37751
Abrahan,9062580513,29,612,5,3245
Pepillo,6055632829,51,677,5358,78590
Culley,3341307087,95,22661,96701,4991
Hernando,7713034196,15,87,72,3
Darrin,2577124848,82,4348,01190,86576
Knox,8876824049,52,97829,419,4
Martino,6589493952,73,78212,96,93
Rabi,9694553873,48,689,257,99695
Freedman,5202961642,96,8656,2598,6
Moritz,4162098573,28,84376,968,59649
Louie,1524183393,23,49,683,14424
Hamnet,7074740837,81,57474,2,249
Nickie,0590773879,46,9,6332,361
Andie,3115443048,72,73859,452,077
Louis,3607060657,89,4,8758,5908
Fax,3521707911,36,2,80164,674
Donn,4792807867,8,69336,6,413
Ingamar,4943323936,61,14552,390,48466
Timmie,9070155877,37,6,0702,9680
Jerald,4898366627,2,81,9,84927
Fransisco,5736289954,11,5,243,9283
Cobbie,8137126538,2,2,77863,4019
Alex,0720390753,73,60129,56762,2
Chickie,2090093641,9,0,27,73818
Port,3157177931,6,6,784,6845
Ripley,5425892209,99,90,3158,3949
Ewart,1822301033,63,4,4677,5
Hoyt,6612882875,99,57,39,22664
Jeremias,8652726914,2,4,909,4
Brandyn,7149410065,23,790,14,74106
Vassily,2186652927,12,54523,49,905
Gibby,0706589823,19,7489,5,2
Matthiew,6565281807,69,15,5,10722
Jarret,7701281479,15,6,4,9660
Alexandre,2676699725,40,8552,5,1
Powell,9307078319,27,9788,5,2496
Edan,0840399251,94,6143,8517,7302
Vaclav,1856505758,94,11156,337,19845
Sheffield,8275259843,82,2640,1542,9665
Kevon,1657985555,94,90,587,62
Silvester,7270243891,87,60,7653,505
Lawry,5970489441,84,54,86,30894
Eugenio,1440844771,84,36,2964,00
Galen,7233306435,70,4,9255,54297
Luis,7561398891,99,19,050,6
Noak,0783493797,89,22,7,4585
Erasmus,1759545694,51,615,6,91
Morton,2533572241,18,8692,734,5
Warren,6576765878,47,51871,5,973
Ricardo,7974349867,12,00545,3,2927
Mark,5539296567,62,660,4,66
Farly,0846217198,4,58,0178,3
Vincents,4348605475,48,879,1857,9
Jayson,1661602878,10,27270,20382,71
Ted,9240271597,47,88488,121,370
Isidor,9612563969,46,42,35000,17
Pierre,9135534273,81,5675,618,8
Lew,8938782107,11,182,8,2
Aldwin,5130164393,1,5238,66295,25
Hagen,9704884591,34,473,10,869
Patin,1951520017,32,987,882,0
Timothee,4431522247,55,979,0,5001
Alastair,1346889333,34,6,04,0
Ring,1077734697,16,3027,8,1
Travis,3903114170,77,84434,28,1321
Welch,6607993672,42,382,45,69201
Lyman,3446116222,37,5,7,303
Eric,1779492227,37,997,2,77186
Vince,6336105210,61,4,117,5461
Elsworth,4776315963,72,6922,452,20
Evan,6602688626,24,6,03,58618
Grove,2045191338,100,2639,83,93102
Alejoa,0349275890,93,54,5315,4
Justis,3767421682,40,4958,243,812
Sutherlan,6492973178,24,6,02,2494
Keenan,7365786744,73,8736,4829,8
Nelson,8643856223,44,7,5,62195
Gauthier,0363636862,4,61884,4571,6
Mahmoud,4009274611,78,76,5,90877
Everard,3777091006,28,225,814,68
Bronny,2271803543,40,186,78523,764
Delmer,2133915281,19,96,5170,129
Anatollo,8058570486,12,38165,7,8
Borden,6548044703,28,521,6,73625
Patric,3219231470,69,12,5,2
Steward,7940208780,67,1885,750,51077
Ulysses,0185654142,83,561,82,34
Edmund,2441781677,45,3,4106,96772
Karel,6641105504,57,84059,41473,55249
Wildon,6168597972,57,923,26095,6
Giulio,6747619420,89,1291,98,07583
Darn,3566476161,50,67845,11,0904
Calhoun,4798212539,98,681,8189,82
Christie,5094783793,94,99,981,0081
Silvain,9692578836,10,9,3,57357
Zacharias,3359445554,86,1556,9393,562
Reidar,0103243909,55,6,68,7827
Tanny,7206628834,93,49204,56,207
Conny,5085897706,54,89564,94076,88
Lazaro,7213093703,71,29120,0853,6
Hillel,8442650776,82,55,172,835
Jamesy,0228161940,33,535,30,0
Caspar,9861461299,62,122,23,24
Tate,7231520804,84,4642,409,9212
Vincents,1664965416,15,02264,486,34323
Jasen,6182259477,20,8751,239,56
Titus,7866397414,33,02008,831,17263
Lennard,0901272167,16,5,53,2322
Ingmar,7032951279,91,536,6312,5
Nickolas,6455115538,33,714,1928,578
Chadd,4964547396,3,9961,7,6150
Car,5956203331,97,130,13875,33
Niki,2970269562,9,146,82,38
Mar,0778224945,50,3240,50,80
Arch,3498959883,12,35,490,19
Kort,9320440638,41,3556,52,548
Dwight,2547412810,97,65906,3,714
Uriel,3918705048,29,6396,364,8023
Derick,5154883381,76,787,82,14091
Wittie,9512036460,49,828,452,33756
Ennis,9315952715,33,97,3,3215
Tobit,2658373694,66,26624,4,1
Rogerio,5266574321,68,9,559,808
Isadore,6939594590,5,36162,2,94
Gerhard,5747531204,39,30,96593,96
Bennett,8466346791,12,06,66693,29398
Skipton,9590286321,10,4364,8109,4
Gran,1211088707,63,75,8,7
Torrence,8854412740,39,3737,971,720
Stephanus,5714925823,90,39,3,5
Orran,5338295105,2,2823,71437,2
Madison,5735920197,40,657,79813,115
Juan,3262828920,70,8,9,38493
Valentine,1482653702,31,22620,599,1
Khalil,3318171484,48,7861,432,5
Vinnie,4587173061,46,02,5,23642
Marc,9322215844,77,7,3300,1
Hillery,5560589055,80,82,57,7131
Johannes,0748774831,54,39,7291,26
Oran,2305802757,87,4865,19643,883
Hastie,7916229048,92,2506,7303,32
Micheal,8410300702,19,233,27,573
Urbain,4183423228,46,29,4719,7581
Wake,8198103198,92,6382,5,17296
Edlin,0097780987,40,900,2693,234
Noak,5028395195,36,66,4550,41
Nikolos,3938062819,21,125,419,5
Abby,2619060087,64,13,013,036
Shepperd,4200812258,79,376,998,67
Kent,0316688134,39,9,8146,698
Cull,8440733712,20,63,5,065
Johnny,9799603234,47,77,14930,86
Teador,2809337349,33,0,9,20148
Demott,3251615289,12,81835,07467,58
Mathew,0612064301,3,5158,3,601
Heywood,1059734923,88,2986,106,54
Marten,1999556178,56,29,196,9882
Winny,3817599803,55,0,6,969
Frans,1002411440,45,3515,31639,75
Omero,9350347555,5,79624,3355,79803
Antonius,8032793976,83,2,256,0
Baillie,4457139424,33,75,2,023
Sal,8904602211,22,1,4,25
Ellis,5483933265,61,3748,802,1673
Karoly,2318920516,72,29043,84,2
Lowe,9707619503,62,540,4895,186
Miguel,4855781444,23,27,2699,3
Nickie,9172172401,92,897,2,38015
Harmon,9296021081,75,750,05,19
Parke,7553671762,77,805,05095,017
Jerad,0659530872,50,83638,20,7
Basil,2227725915,53,19603,6252,92
Wilmer,4660085732,1,2,1608,45
Ezequiel,1311138382,73,608,45631,2099
Allayne,2230893181,2,035,1856,83
Lev,9886354259,69,731,5665,027
Thurston,1714453529,97,94,35,7858
Romain,4169149130,76,9,26,16
Dino,7391778311,25,2046,8784,3
Fee,5241129650,52,2864,71,91073
Stuart,1941329179,90,38,00,7447
Whittaker,9802780561,97,641,08,39409
Quent,1847974414,99,7,5,5353
Garwin,3144799068,22,4,040,79943
Clint,7751072601,58,5693,2700,4
Rance,7207673086,100,00284,39,213
Harp,9560698524,74,5442,747,0
Pooh,2290550736,21,12927,150,915
Morgen,9703823041,19,90,20215,36309
Gregg,1205386351,62,1334,8694,6
Gus,8262107063,77,11137,480,34203
Thornie,6832396295,9,370,5,158
Feliks,8460097943,46,96934,943,8658
Burch,5259883349,61,983,2012,2
Thane,6682624808,6,3,05,8034
Eddy,1215140509,89,843,39910,04
Greggory,2776595611,56,10,106,43
Andros,9270718433,89,841,4098,77393
Vic,6260704674,25,9,05,621
Francisco,1872964109,36,5047,6,97
Philbert,2717261192,77,85989,7,5393
Keelby,3408057222,92,1035,65933,98
Uri,6210081436,39,7299,2790,45360
Jesse,7498872919,18,45,76449,792
Gordan,4116591904,57,92,32,74
Delmar,7734723527,80,7543,3,599
Ken,2233393929,6,945,01721,7
Ashlin,1006478450,6,23,064,192
Shep,5095094460,26,17,59,68
Kiel,4643059648,49,59,37,975
Hardy,3012358862,49,559,545,89846
Nat,2826909614,33,2,82,7260
Brandtr,0260864013,65,73737,8,771
Artemus,6264762776,22,67,924,73551
Reg,3771181208,96,2739,0,8
Cesar,0867094001,91,052,84,33
Maje,9896989044,51,425,759,97394
Isaak,4878984406,86,2,8,17790
Ethan,8038801938,83,567,85,543
Nil,5413418671,35,7438,470,484
Holt,8045355107,59,13,87,560
Vasilis,5091874437,19,1,96,86736
Ozzy,9598420744,76,2546,01397,4096
Darill,2208524799,10,6974,29621,1736
Walt,9700980618,91,9,4962,53
Lane,1692825933,35,1,21,5640
Nye,8462862302,49,6301,04027,9
Gabriele,6089269212,39,9,08904,328
Domingo,7240794881,51,50155,949,742
Burg,4518225147,68,24474,0835,4
Blaine,4216140793,19,699,207,5407
Conan,6562785014,77,82593,6,673
Kelvin,1593235259,23,1379,1221,61677
Skipper,8231141537,60,17,31810,2919
Keven,3647881554,14,958,222,285
Luciano,6128484514,27,28,0324,381
Billy,2538979013,82,662,3962,2523
Tim,6645298099,29,961,31599,2
Nikos,4451937884,64,87,73025,75186
Michel,8004021328,15,879,10,3274
Tommie,6155332940,47,7121,5,05122
Jerrold,4638551025,28,68832,77334,01025
Doy,7208392714,76,3504,259,47
Clarance,5154563425,46,05585,2,1059
Lucho,8275307031,14,4848,954,02963
Baron,0558377491,85,190,654,485
Amery,5737057860,25,06144,0209,0343
Chevalier,9068949942,16,7629,1565,32
Flinn,7738049170,83,13,1525,9682
Waylan,5507289182,91,983,07576,6
Dimitri,9667286851,100,7993,8,5
Dukey,4988667936,16,8664,30886,1156
Ade,9031446203,63,27,69731,5817
Henry,2614846171,69,67,595,9
Hilario,1322844801,12,8864,04,17
Jedediah,1072516896,5,403,19,6999
Raimundo,6594610619,30,3,60251,691
Luca,3773484747,86,8,5133,0613
Manolo,6326503965,8,8,8,9373
Quinlan,3483616888,46,2,1322,17
Reuben,1346306273,85,683,569,297
Gustavus,0789099551,56,9,4139,0
Johnathon,5269806517,99,9,39951,3604
Ulrick,9629465094,21,4,1191,8
Hobart,7802770319,99,43,121,1
Jed,4775621602,96,9,28,6
Giustino,0561230099,50,8680,23,54
Emmerich,9548913046,13,085,0473,22183
Claudell,5245796120,11,66,6,5
Lanie,9645596378,15,59,362,5157
Conney,7491614140,95,3520,4485,9
Udall,0188416226,59,6688,281,9495
Darcy,2544818298,23,23,216,6
Tomas,5392045766,41,2,85329,785
Romeo,6136024551,77,9620,548,3
Thorny,0076738108,15,457,24,8
Humphrey,7126647344,73,636,2,0
Warden,8812983596,26,6088,03,94
Tabbie,8778449545,92,1,1989,555
Wayland,2483158013,41,147,528,717
Roosevelt,7168373773,83,3,36109,00
Tuckie,3426798638,29,238,7,8487
Thorpe,0263393453,20,39013,19209,058
Inger,0616759290,67,24,63,28809
Dwayne,9179240712,3,30840,69093,7
Tarrance,7071371415,66,9444,12,68
Porter,4967670857,10,22,5153,91
Reece,0383296692,95,6,5505,92393
Charles,4972854766,24,002,75680,95920
Alain,2914596928,37,61409,95,10612
Caspar,0352365188,35,3086,24432,8
Walton,6645703155,67,5617,64,5416
Jerry,3233504209,85,60027,39219,6
Ignatius,6240797227,3,1256,68,8
Langsdon,1356496296,38,9,1467,4846
Cirillo,1623436109,65,690,42,5
Barnabe,4492900896,35,3981,29,4
Rodge,8659834194,50,4,6134,6
Dolf,2899730029,86,825,8420,52472
Conrado,0874674794,71,1332,59920,955
Wallache,2201566208,39,9149,24467,20
Eal,0936832819,70,240,73545,1527
Ettore,9609458548,72,0679,1,7002
Rance,8680203467,2,53168,3,2
Ives,3839878853,87,1,1,91475
Ware,6377081707,56,97,935,20493
Lowrance,8289354576,35,56013,81764,971
Rogers,2165390087,21,7848,00,54740
Filip,8682484080,87,16465,85309,1
Nikolas,2194690964,87,59985,861,695
Boy,3756713482,42,47116,54,71
Benedick,1332027741,87,1897,0665,527
Berk,7200389056,34,04,33508,76
Horten,7168147293,55,51,03937,6
Raffarty,6202926716,40,926,4,437
Shell,8340519441,60,92,2,2163
Hillel,2808809492,9,6,08,925
Otho,3405854008,44,9415,89,629
Krisha,2737007763,69,73,5687,65
Bord,5343561276,73,01222,9,447
Martino,3380934038,76,068,418,42
Freddie,8894398161,77,56,46,47196
Ford,1775838749,39,1,17,7
Chevalier,2812903341,95,8121,75125,9106
Antonin,0108928055,21,704,3,0
Saleem,9942167811,13,1329,19,76474
Hurley,3338550855,17,379,800,80672
Hunfredo,3374348211,30,10,119,080
Iago,6773912865,72,8188,725,8
Walt,3309756548,34,93235,91636,8
Haven,7426807215,51,3,866,7
Skipper,4961598925,12,80128,522,0
Daren,0714572071,2,61375,4,83
Worthington,0841847401,57,01053,2841,3
Carlos,9836791078,32,5,0808,89
Matthieu,5413809638,29,2,88569,05344
Waring,1711413208,45,424,295,39622
Stanton,8450015944,79,80159,335,34260
Upton,8359718091,60,407,025,8
Jose,5039357133,88,6529,42211,9091
Jared,9530643217,12,85,5,8392
Farleigh,4385537941,51,19,9,077
Alanson,3999824832,5,56637,0,2
Roderich,2375123395,93,90489,50630,4
Francklyn,1877098124,90,0,41183,2838
Gael,3610643269,94,561,62,78
Christopher,6152026059,68,0589,94841,967
Wittie,8622324559,87,53528,62,6
Hunter,6329477094,78,74,4,545
Emanuel,6298067019,84,5,504,4811
Hillary,4771644470,70,43595,89928,7666
Richardo,2158720239,27,8,00,59767
Frans,7981080169,30,3274,28,88
Loy,6496995648,97,944,60,13003
Shannan,8317578097,7,97,8,269
Ab,2413568816,80,61,0,2
Curran,6315890091,62,3339,97,69
Neale,4939352692,8,6480,4,8046
Kareem,1703744527,32,7,15,33050
Pierre,2865516334,1,95,206,39
Lothaire,2270026225,69,77,068,70
Trace,6977451130,100,351,944,35
Bryan,4767403774,36,8,2,5
Ron,6881357559,30,938,0,892
Garold,8872610044,83,87843,01009,16
Louis,7935494681,76,5326,830,5
Ring,5055733179,48,5899,568,79281
Zechariah,7413776480,85,7,87242,769
Huey,7407855730,97,8,257,04838
Abner,6220722388,64,72304,2,8
Hernando,2553417497,23,99,88547,52
Darnall,7939839896,88,012,79,4136
Michale,5914984149,25,5,90772,6009
Fax,8983601280,49,4,19440,62
Devy,0594876109,38,046,0323,8
Shamus,9032729241,86,394,86,50
Goran,4090967376,11,31473,45173,9
Trstram,3329772573,87,446,2822,198
Aylmar,3847423754,1,5226,219,83
Cale,3676392701,85,13639,9,98493
Heall,9164695735,4,771,62,8372
Hector,5403070885,14,6976,2897,4
Raleigh,2139468368,23,010,96,120
Derrick,5362430513,9,44,742,600
Sam,1873055374,32,71,44,53106
Nicolis,6577609101,69,1733,4014,9
Decca,5573880187,34,1,4161,4
Reinhard,5939470726,23,54818,40,085
Gail,3661291769,78,4991,4,5712
Crawford,6877162889,46,5,706,9576
Gal,2018988158,61,82,817,9089
Anton,1194792138,5,7,7494,9
Julio,3935013701,29,9,66,91
Redford,5048143787,96,3673,26710,773
Amby,3738983848,48,8775,9,099
Padriac,8502763520,92,806,1,97
Andras,9356040044,40,2119,9357,74592
Kirby,8948895702,60,49190,3258,26
Sigismond,0475485785,9,45138,64621,36
Wernher,1537395130,35,27,0,3928
Emmery,4053416787,53,1,842,66
Nataniel,6886040065,89,28133,9,83
Red,0079137210,76,17042,4223,647
Vance,2785985184,8,322,89266,37
Hamlin,1221841416,7,16,033,10
Renaldo,1203826257,17,8522,4838,66785
Clemente,5307794622,31,75,05,5825
Nikki,9216110430,14,15318,813,065
Luca,1151613339,29,841,579,19
Eziechiele,0638259371,39,1,8240,465
Cirillo,2965756086,100,9,38933,035
Humphrey,6369389633,52,530,46966,911
Michale,5471449703,85,5915,70,1
Tripp,9539132290,97,146,7860,5481
Yardley,9590390455,69,89700,9,011
Mischa,3512633862,70,85406,1,82400
Conny,7307735237,43,31,0004,712
Steven,9596199390,43,6265,09,4
Gustav,9925509297,67,55,18,71008
Bail,0787782920,80,5468,7340,5
Rikki,7450196298,100,50,4704,60671
Erick,1564156796,92,19811,45878,4892
Haily,1426919220,92,55,016,4
Ransell,8297208931,100,360,614,47
Fidel,7641757316,2,9,3,89
Rudiger,2914394284,77,79,0,29
Tymothy,4634140470,42,8324,85,1
Joshuah,5129924282,15,98737,9,0
Berke,2549787188,29,9709,34,6042
Horatio,9057870282,38,1,4,169
Andie,4522681399,84,0,9,67070
Winston,0396164366,21,05,188,418
Mandel,5709181021,55,0,65956,775
Jeffry,2832678084,11,040,095,38
Dunc,8543021766,75,9348,40426,95227
Grannie,0002375087,98,8,475,33
Alano,2927943761,67,3,0953,92978
Penny,1253716420,11,7,37271,68
Beauregard,1382974396,75,4428,475,8
Case,9767547851,89,99,931,8409
Flory,2757435914,26,0,696,670
Gaelan,3878057237,92,52,351,65116
Morey,2295817188,56,42,31192,3752
Warren,5938273544,3,6431,21,4
Shea,2450290680,23,73,84618,371
Bryan,0821652958,24,822,0,76606
Cornelius,6041393851,78,6,8,37731
Alberto,5243709689,16,30,56,5
Odey,6479286421,66,9,9626,896
Bernardo,0182095266,48,47,576,0
Currie,1405166193,78,3,39,8828
Roddie,5011759067,49,9,6454,655
Frederigo,0925440574,94,09611,860,3806
Lennard,0896693783,38,2,84,2029
Hobard,2445849438,98,760,252,7800
Cornie,9198639021,62,2551,27893,7
Basilio,7642221355,79,7,2039,805
Kennie,0507628411,40,501,717,1
Arvie,9682679451,69,064,9895,05264
Lindon,1779649460,79,31,07334,0621
Pennie,4738364391,46,8753,9863,22
Jone,0848075943,8,780,74972,96
Nickolas,7595986079,17,00,0,552
Bren,8445115316,19,66,279,22
Harman,8155666611,5,4,76,177
Justinian,7412991906,30,1921,1,86
Thacher,2715978464,46,515,361,3
Jeffie,4309288405,23,426,22,5086
Sly,2873944358,68,348,2503,5
Stanly,4653424012,57,325,3634,0923
Olin,6229631555,26,3,1522,091
Delbert,0903819481,44,3113,3,8986
Adrian,6473329072,50,260,9203,4765
Phillipe,2467274837,58,4,2472,36700
Errol,0603063586,59,33,80301,7
Toby,6803536009,96,72,76541,5244
Lowell,6486704349,2,97491,20,88
Bartholemy,4154624725,70,22,43033,2
Svend,4034938013,35,283,936,30
Vaughan,0156199750,10,401,822,139
Doyle,8521351887,99,13033,51,841
Dael,9778827540,40,8,7125,3
Ambrosi,0719098076,66,39,39,188
Ignacius,8841594500,20,91353,138,3597
Henri,4276427568,25,5,4069,5
Norris,6523295664,93,990,7397,837
Flinn,2956757237,68,0141,92140,9
Cleve,2951574290,66,25,12932,17
Emanuele,8462731232,85,37,6646,373
Thurstan,3578602248,62,7,67,64
Smitty,0411106643,3,86776,8249,9
Leonard,1730915612,96,8,22917,8682
Heywood,8549341215,44,3,931,0308
Lauritz,7277140141,5,320,06,98
Filberte,1934822248,37,6,054,10430
Allayne,9388478053,36,7,1,1
Felipe,1508705755,34,5667,226,4
Lucius,3303022569,18,980,009,02
Kippy,7396153913,26,3,7,83
Boone,8329388204,13,2,37457,731
Thacher,2855533759,69,6,8,7
Garfield,4093917515,55,32891,9,57542
Ezra,0153729279,10,0,7110,1
Tamas,8860545153,48,7597,091,94203
Demott,4407446625,99,8779,26387,21707
Nikita,2714808603,83,7,6,18
Nevile,1804927074,67,0,463,7656
Auberon,3986787232,5,1,60061,36
Gordie,4938567717,39,02611,1302,0816
Wit,4441747195,25,64,0,07
Urbano,6351728797,84,2,53,79
Erie,7308814041,98,98,4223,941
Dionisio,8933234268,12,02994,51111,76580
Granger,5126079107,25,9,6,322
Micah,6667769035,78,1,65,06
Clayton,8558614083,21,1,08893,4
